Avg_syn_flag,Avg_urg_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
0.5,0,0,0,0,0.5,0,1,0,0,0.000167,1.67E-05,2.00E-06,8.40E-05,2.68E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000101,1.01E-05,2.00E-06,2.40E-05,8.83E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000135,1.35E-05,2.00E-06,8.30E-05,2.60E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000107,1.07E-05,3.00E-06,2.80E-05,9.61E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000168,1.68E-05,2.00E-06,8.40E-05,2.67E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000089,8.90E-06,2.00E-06,2.80E-05,9.51E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000069,6.90E-06,2.00E-06,1.90E-05,6.82E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000068,6.80E-06,2.00E-06,1.90E-05,5.92E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000283,2.83E-05,2.00E-06,0.000193,6.15E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000071,7.10E-06,2.00E-06,1.90E-05,6.75E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000137,1.37E-05,2.00E-06,8.80E-05,2.77E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000124,1.24E-05,3.00E-06,3.40E-05,1.13E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000094,9.40E-06,2.00E-06,2.50E-05,8.41E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000134,1.34E-05,3.00E-06,7.60E-05,2.38E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000172,1.72E-05,2.00E-06,7.20E-05,2.84E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000112,1.12E-05,3.00E-06,3.20E-05,1.12E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000101,1.01E-05,4.00E-06,2.80E-05,9.82E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000192,1.92E-05,4.00E-06,0.000111,3.45E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000112,1.12E-05,4.00E-06,3.10E-05,1.07E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000154,1.54E-05,5.00E-06,4.00E-05,1.37E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.00013,1.30E-05,4.00E-06,4.50E-05,1.47E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000165,1.65E-05,2.00E-06,0.000101,3.15E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000146,1.46E-05,2.00E-06,8.30E-05,2.61E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.00025,2.50E-05,4.00E-06,0.000149,4.65E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000079,7.90E-06,2.00E-06,2.80E-05,8.39E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000082,8.20E-06,2.00E-06,2.20E-05,7.34E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000074,7.40E-06,2.00E-06,2.40E-05,7.84E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000133,1.33E-05,2.00E-06,8.00E-05,2.52E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000246,2.46E-05,2.00E-06,0.000151,4.74E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000433,4.33E-05,3.00E-06,0.000348,0.000112837,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000067,6.70E-06,2.00E-06,2.00E-05,6.19E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000315,3.15E-05,2.00E-06,0.000181,5.67E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000148,1.48E-05,5.00E-06,4.00E-05,1.46E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000285,2.85E-05,5.00E-06,0.00015,4.61E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000111,1.11E-05,2.00E-06,3.30E-05,1.17E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.00012,1.20E-05,3.00E-06,4.00E-05,1.21E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000121,1.21E-05,2.00E-06,3.40E-05,1.11E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000115,1.15E-05,3.00E-06,3.30E-05,1.06E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000133,1.33E-05,3.00E-06,5.00E-05,1.64E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000126,1.26E-05,2.00E-06,3.40E-05,1.20E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000139,1.39E-05,3.00E-06,4.30E-05,1.44E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000138,1.38E-05,3.00E-06,5.30E-05,1.60E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000122,1.22E-05,2.00E-06,3.60E-05,1.17E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000109,1.09E-05,3.00E-06,2.60E-05,8.95E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000098,9.80E-06,2.00E-06,3.80E-05,1.19E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.00012,1.20E-05,3.00E-06,2.90E-05,1.05E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000203,2.03E-05,3.00E-06,0.000112,3.50E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000212,2.12E-05,2.00E-06,0.000121,3.74E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000144,1.44E-05,3.00E-06,5.20E-05,1.59E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000147,1.47E-05,5.00E-06,4.00E-05,1.31E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000107,1.07E-05,3.00E-06,3.40E-05,1.12E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000153,1.53E-05,2.00E-06,8.90E-05,2.81E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000109,1.09E-05,2.00E-06,3.30E-05,1.08E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000156,1.56E-05,3.00E-06,8.30E-05,2.65E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000069,6.90E-06,2.00E-06,1.80E-05,6.54E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000079,7.90E-06,3.00E-06,2.10E-05,6.69E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000069,6.90E-06,2.00E-06,2.00E-05,6.73E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000379,3.79E-05,2.00E-06,0.000268,8.55E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000132,1.32E-05,2.00E-06,3.50E-05,1.20E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000336,3.36E-05,2.00E-06,0.00027,8.76E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.00007,7.00E-06,2.00E-06,1.90E-05,7.01E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000188,1.88E-05,2.00E-06,0.000103,3.24E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000541,5.41E-05,4.00E-06,0.000368,0.000116734,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000084,8.40E-06,2.00E-06,2.20E-05,7.28E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000067,6.70E-06,2.00E-06,1.80E-05,6.56E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000113,1.13E-05,3.00E-06,3.40E-05,1.08E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000113,1.13E-05,3.00E-06,3.20E-05,1.13E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000129,1.29E-05,4.00E-06,3.90E-05,1.28E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000133,1.33E-05,2.00E-06,5.00E-05,1.62E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000106,1.06E-05,3.00E-06,2.60E-05,9.15E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000131,1.31E-05,3.00E-06,3.80E-05,1.29E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000101,1.01E-05,3.00E-06,4.30E-05,1.30E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000064,6.40E-06,2.00E-06,1.70E-05,5.99E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000113,1.13E-05,2.00E-06,3.30E-05,1.20E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.00013,1.30E-05,2.00E-06,8.00E-05,2.52E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000074,7.40E-06,2.00E-06,2.00E-05,6.74E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000127,1.27E-05,2.00E-06,7.80E-05,2.45E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000123,1.23E-05,3.00E-06,3.20E-05,1.04E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000126,1.26E-05,2.00E-06,7.90E-05,2.48E-05,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.0001,1.00E-05,2.00E-06,3.20E-05,9.85E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000097,9.70E-06,2.00E-06,3.10E-05,9.91E-06,57,54,60,3.16227766,1,1,0,2,1.054092553,0,0
0.1,0,0,0.1,0,0.2,0,0.4,0.1,0.5,0.100594,0.0100594,2.30E-05,0.025436,0.013226486,167.6,54,370,113.5127991,0.4,0,0,0,0,0,0
0.1,0,0.1,0,0,0.2,0,0.4,0.1,0.5,1.076078,0.1076078,2.40E-05,1.000729,0.330659274,167.6,54,370,113.5127991,0.4,0,0,0,0,0,0
0.6,0,0,0,0,0.4,0,1,0,0,0.000512,5.12E-05,6.00E-06,0.000102,3.32E-05,60,60,60,0,1,3.6,2,6,2.065591118,0,0
0.6,0,0,0,0,0.4,0,1,0,0,0.002887,0.0002887,2.00E-06,0.002425,0.000793139,60,60,60,0,1,3.6,2,6,2.065591118,0,0
0.4,0,0,0,0,0.6,0,1,0,0,0.000444,4.44E-05,2.00E-06,0.000147,5.02E-05,60,60,60,0,1,4.4,2,6,2.065591118,0,0
0.6,0,0,0,0,0.4,0,1,0,0,0.000576,5.76E-05,4.00E-06,0.00027,7.92E-05,60,60,60,0,1,3.6,2,6,2.065591118,0,0
0.6,0,0,0,0,0.4,0,1,0,0,0.003237,0.0003237,2.00E-06,0.002803,0.000917255,60,60,60,0,1,3.6,2,6,2.065591118,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000579,5.79E-05,3.00E-06,0.000164,5.41E-05,60,60,60,0,1,4,2,6,2.108185107,0,0
0.4,0,0,0,0,0.6,0,1,0,0,0.000412,4.12E-05,2.00E-06,0.000199,6.10E-05,60,60,60,0,1,4.4,2,6,2.065591118,0,0
0.5,0,0,0,0,0.5,0,1,0,0,0.000627,6.27E-05,4.00E-06,0.000211,6.56E-05,60,60,60,0,1,4,2,6,2.108185107,0,0
